,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
74,128737,Portugal,"This generous smooth wine is packed with ripe tannins and vibrant red fruits. There is the typical mineral texture of many Dão wines along with solid spice and dark chocolate flavors from wood aging. This is an impressive wine that deserves to age further, so drink from 2019.",Opta Reserva,90,20.0,Dão,,,Roger Voss,@vossroger,Opta 2014 Opta Reserva Red (Dão),Portuguese Red,Opta
75,94682,France,"A soft wine, with just a touch of sweetness. The ripe fruit lends a gentle, smooth texture, and it's balanced with attractive red-currant acidity.",iPink,85,20.0,Provence,Coteaux Varois,,Roger Voss,@vossroger,Château de l'Escarelle 2011 iPink Rosé (Coteaux Varois),Rosé,Château de l'Escarelle
76,89061,US,"This lively, crisp and tantalizing wine emphasizes fresh green apple aromas, vivid citrus flavors of lemon and grapefruit, and a rather full body from energetic bubbles. An attractively tart mouthfeel turns creamier with each sip. It does just what a brut style is supposed to in terms of refreshment and lip-smacking flavors.",Brut,92,70.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Schramsberg 2010 Brut  (Anderson Valley),Champagne Blend,Schramsberg
77,44114,Chile,"Pungent aromas of pine needles and saw mill start it off. Next comes a juicy palate with flavors of orange and pineapple. The finish is fine, but it's kind of dull. The is a basic wine that veers toward flatness. But for now it's hanging in there.",,84,10.0,Casablanca Valley,,,Michael Schachner,@wineschach,Dallas Conté 2002 Chardonnay (Casablanca Valley),Chardonnay,Dallas Conté
78,99532,France,"This is a seductive style of Pomerol. It may not have great weight, but what it does have is rich, juicy berry fruit flavors, an open structure and tannins just holding all this ripeness together.",,89,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château La Grave à Pomerol 2006  Pomerol,Bordeaux-style Red Blend,Château La Grave à Pomerol
79,77064,New Zealand,"This wine's aromas are marked by bright cherries and an undercurrent of button mushrooms. It's medium bodied and crisp, with just enough silky-textured tannin to give it some grip. Drink now.",,87,18.0,Marlborough,,,Joe Czerwinski,@JoeCz,Dashwood 2015 Pinot Noir (Marlborough),Pinot Noir,Dashwood
80,101457,US,"Aromas on this wine are faint with notes of soda water, vanilla and peach. The stone-fruit flavors seem washed out and dilute.",,82,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cascade Ridge 2013 Chardonnay (Columbia Valley (WA)),Chardonnay,Cascade Ridge
81,101525,Austria,"This intensely aromatic wine has perfumes of peach, apricot and ripe plum. These fruits dominate the warm, ripe palate, with just a hint of minerality.",Rosenberg Select,90,18.0,Niederösterreich,,,Roger Voss,@vossroger,Dürnberg 2011 Rosenberg Select Riesling (Niederösterreich),Riesling,Dürnberg
82,96594,France,"Another Cahors from the stable of Alain-Dominque Perrin, this one is the entry-level wine, made to be more accessible than his flagship wine from Château Lagrezette or the luxury cuvée. There's still plenty of toasty oak, but also some raspberry-cherry fruit and green tobacco on the finish.",,84,11.0,Southwest France,Cahors,,Joe Czerwinski,@JoeCz,Castel Montplaisir 1997 Red (Cahors),Red Blend,Castel Montplaisir
83,4807,US,"It's a proper Pinot Noir in the silky texture and cherry and cola flavors, which finish smooth and dry. Other than that, it's rustic and heavy.",Falcon's Perch,85,17.0,California,Monterey County,Central Coast,,,J. Lohr 2010 Falcon's Perch Pinot Noir (Monterey County),Pinot Noir,J. Lohr
84,20452,Portugal,"Spanish producer Vicente Gandia has made a foray into Portugal with this ripely fruity and soft wine. It is fresh, herbal and spicy with attractive red berry fruits. It's been made to be drunk young and it's ready now.",Boâbrisa,85,10.0,Alentejano,,,Roger Voss,@vossroger,Vicente Gandia 2012 Boâbrisa Red (Alentejano),Portuguese Red,Vicente Gandia
85,66822,Italy,"Grilled herb, dark spice, toast and leather aromas lead the nose. The palate is vigorous, marked by orange zest, dried cherry and thyme notes held together by tightly wound tannins.",,87,17.0,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Salcheto 2015  Rosso di Montepulciano,Red Blend,Salcheto
86,62288,US,"Tart, plump cherries show first on the nose of this great wine, with pressed violet petals, smashed eucalyptus, crushed menthol and fresh tea aromas playing background. The tip of the palate is soft with red fruit before a zesty kola-nut character invades on a wave of sharp, even ferocious acidity, finishing up on wild mint herbals.",Huber VIneyard,93,58.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Pali 2013 Huber VIneyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali
87,128487,Portugal,"Ripe lime aromas and a full richly fruity palate give a rounded character to this wine. Apricot juice and tangerine brighten up the palate, fitting well with the wood and fruit structure. Keep for another few months for the whole wine to fill out even more.",Branco,90,20.0,Douro,,,Roger Voss,@vossroger,Muxagat 2008 Branco White (Douro),Portuguese White,Muxagat
88,82375,Portugal,"Perfumed Verdelho gives a ripe wine that is full and rich in the mouth. It has spice as well as sweet apricot and mango flavors. The acidity is a much lighter element, leaving a wine that feels fat and round.",Private Selection,86,20.0,Península de Setúbal,,,Roger Voss,@vossroger,Herdade da Comporta 2014 Private Selection Verdelho (Península de Setúbal),Verdelho,Herdade da Comporta
89,78631,US,"Baking-spice, dark-chocolate, vanilla and cocoa aromas resonate on this barrel-forward wine. The palate brings luscious dark-fruit and dark-chocolate flavors, with grainy tannins backing it up. It shows some warmth on the finish.",Arianses Vineyard,87,28.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Mount Si 2013 Arianses Vineyard Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Mount Si
90,117466,US,"Layered tannin wraps around smoky oak and big flavors of marshmallow in this full-bodied densely concentrated wine from the well-known site. Black cherry, earthy forest floor and classic cola combine to form a juicy core of succulence beneath the power.",Gap's Crown Vineyard,91,70.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Patz & Hall 2015 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall
91,92498,Italy,"This is delicate and fine, with a beautiful and feminine personality. Aromas include soapy lavender, rose, dried ginger and medicinal herb. The tannins are dry and silky.",,90,,Piedmont,Barbaresco,,,,Socré 2009  Barbaresco,Nebbiolo,Socré
92,86186,France,"This blend of four parcels from different premier crus is structured with all the density of this fine village. Its black fruit gets a fresh edge of acidity, while the tannins are firm and tight. The wine needs to age and will be best from 2022.",Les Broc Premier Cru,93,100.0,Burgundy,Morey-Saint-Denis,,Roger Voss,@vossroger,David Duband 2014 Les Broc Premier Cru  (Morey-Saint-Denis),Pinot Noir,David Duband
93,37586,US,"There are nicely complex layers to the nose of this wine from the Sonoma-based R2, featuring apricot, vanilla and tropical mango candy. On the palate are warmer, fleshier fruit flavors of cooked apples, a touch of guava and some caramel notes, with a tad of bitter greens too. It's a little hot.",Camp 4 Vineyard,87,,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,R2 2012 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),Grenache Blanc,R2
94,115500,South Africa,"Here's a straightforward but enjoyable Shiraz with notes of dark plum, cherry and strawberry on the nose and mouth. There's a touch of greenness on the palate augmented by firm, young tannins, but it all works out and fades smoothly on the finish.",Mountainside,86,14.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Winery of Good Hope 2010 Mountainside Shiraz (Stellenbosch),Shiraz,Winery of Good Hope
95,27117,Spain,"Dusty, slightly skunky aromas of citrus fruits are basic at best. This feels chunky and zesty, while the flavors run yeasty, funky, briny and citric. It finishes acidic and herbaceous.",,82,11.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Finca Antigua 2013 Viura (La Mancha),Viura,Finca Antigua
96,124135,France,"Darkly tannic, Tannat-dominated wine. The structure is formidable, its rich fruit layered with the dry spice, fruit cake flavor and a powerful texture. Think of this wine with a stew, but also age for a few years.",Cuvée 1907,90,16.0,Southwest France,Madiran,,Roger Voss,@vossroger,Producteurs Plaimont 2009 Cuvée 1907 Tannat (Madiran),Tannat,Producteurs Plaimont
97,124499,Bulgaria,"This garnet-colored Bulgarian Cabernet Sauvignon has aromas of black cherry and wet river rock. In the mouth, there are flavors of black plum, black cherry and a touch of graphite before the smooth tannic finish.",Reserve,90,11.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Domaine Boyar 2013 Reserve Cabernet Sauvignon (Thracian Valley),Cabernet Sauvignon,Domaine Boyar
98,94603,US,"Made from Zinfandel, Merlot, Syrah and Cabernet Sauvignon, this wine has simple flavors of pink bubblegum and white sugar.",Winemaker's Blend,81,14.0,California,California,California Other,,,Apothic 2011 Winemaker's Blend Red (California),Red Blend,Apothic
99,114770,US,"Bright red currant and Cran-Grape juice aromas battle it out with a rare meat note. Flavors of black cherry, red currant, flint, cedar and iron ore are set against smooth tannins. The finish is long and woody.",Wessex Hundred,85,24.0,Virginia,Virginia,,Carrie Dykes,,The Williamsburg Winery 2014 Wessex Hundred Merlot (Virginia),Merlot,The Williamsburg Winery
100,61368,Argentina,"A wall of raw, herbal, minty aromas feeds into a jammy feeling palate. Reduced boysenberry flavors are herbal and green, while the finish is quite green and almost grassy in flavor.",Urban Uco,82,12.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,O. Fournier 2012 Urban Uco Malbec (Uco Valley),Malbec,O. Fournier
101,116159,US,"Elegantly smooth in the mouth, like silk and velvet—this has rich, forward blackberry, black currant and oak flavors. It feels dramatic and complex, a white-tablecloth Cabernet for pairing with fine meats and cheeses. Seems best now and for a couple more years.",Napanook,90,59.0,California,Napa Valley,Napa,,,Dominus 2009 Napanook Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Dominus
102,30043,France,"Tight and fruity, this is a crisp wine with considerable acidity. It has a fresh, crisp background, cut with a mineral texture and a stony, steely character. This wine, with its structure, needs to age; drink from 2017.",Vieilles Vignes,90,,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Jacques Simonin 2013 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Jacques Simonin
103,32142,US,"Drink this Syrah with the best burger you can build. It's too soft for aging, but offers plenty of deliciously sweet fruit and spice flavors, with good Monterey structure.",,86,20.0,California,Monterey,Central Coast,,,Morgan 2009 Syrah (Monterey),Syrah,Morgan
104,118496,Argentina,"Dark aromas of black cherry and plum are spicy and suggestive of crude oil. In the mouth, this everyday Cab shows juicy balance and clean lines. Standard black-fruit flavors come with spice notes and a harmonious, long finish.",,88,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Adoquin 2011 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Adoquin
105,23962,Italy,"Made entirely with Sangiovese, this structured wine opens with fruit and spice aromas of blackberry, raspberry, white pepper and clove alongside hints of leather and tar. The juicy palate delivers a core of vibrant black cherry accented with white pepper and cinnamon-spice. Bracing but refined tannins carry through to the long finish. Give this time to fully develop complexity. Drink 2015–2022.",Riserva Madrechiesa,94,55.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Terenzi 2010 Riserva Madrechiesa  (Morellino di Scansano),Sangiovese,Terenzi
106,18343,US,Simple and sugary sweet with pineapple and mango fruit.,Secret Blend,82,10.0,California,California,California Other,,,Amberhill 2010 Secret Blend White (California),White Blend,Amberhill
107,73984,France,"Elegant as well as rich, this is a beautiful wine. It has great depth of flavor, the sweetest fruit, deliciously ripe. At the same time, the tannins are an underlying sustenance to the impressive ageworthiness.",,95,120.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Clos Fourtet 2009  Saint-Émilion,Bordeaux-style Red Blend,Clos Fourtet
108,6975,Portugal,"While the familiar white version of this wine is from Vinho Verde, the producers have gone a little further south to the Douro for the red. That gives a soft wine but with weight and attractive layers of red-berry fruits and a touch of warmth. Drink now.",Casal Garcia,86,9.0,Douro,,,Roger Voss,@vossroger,Aveleda 2015 Casal Garcia Red (Douro),Portuguese Red,Aveleda
109,70727,US,"Cocoa, bittersweet chocolate, herb, wood spice and cherry aromas lead to lightly styled cherry and cola flavors. The tannins bring a tacky feel.",,87,23.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,3 Horse Ranch Vineyards 2013 Cabernet Sauvignon (Washington),Cabernet Sauvignon,3 Horse Ranch Vineyards
110,109729,Germany,"Perhaps because of its slow, natural fermentation in large casks and the resulting lees contact, this wine shows a bit of toasty, mealy character and a slightly creamy texture. It's a weighty Riesling (for the Mosel, anyway), with ripe notes of peach complementing citrus fruit and a dry, stony finish.",Steinreich Trocken,89,40.0,Mosel,,,Joe Czerwinski,@JoeCz,Ansgar Clüsserath 2010 Steinreich Trocken Riesling (Mosel),Riesling,Ansgar Clüsserath
